Wall time,Step,Value
1691142688.8676877,4096,1.613584280014038
1691142690.528185,12288,2.2173447608947754
1691142691.3349807,16384,0.7745616436004639
1691142692.154572,20480,7.238491535186768
1691142697.0886955,45056,19.160165786743164
1691142697.9018996,49152,8.754146575927734
1691142700.4198377,61440,14.91259765625
1691142701.2389472,65536,19.841400146484375
1691142702.0821195,69632,9.396925926208496
1691142703.741857,77824,9.412931442260742
1691142704.5742583,81920,20.19489288330078
1691142705.4223146,86016,8.971614837646484
1691142707.0872016,94208,14.775602340698242
1691142707.8939304,98304,15.425359725952148
1691142710.3435426,110592,16.394128799438477
1691142711.15935,114688,62.223114013671875
1691142712.7933493,122880,47.9673957824707
1691142713.6340094,126976,47.537506103515625
1691142716.1558933,139264,20.534801483154297
1691142716.9912481,143360,27.181690216064453
1691142718.6276474,151552,59.63886642456055
1691142719.4474266,155648,53.153053283691406
1691142720.2684538,159744,59.74402618408203
1691142721.0943615,163840,48.5213508605957
1691142721.9139302,167936,31.29274559020996
1691142727.8143866,196608,79.65572357177734
1691142728.634203,200704,109.02227020263672
1691142729.4345899,204800,93.3185806274414
1691142730.2315478,208896,82.12140655517578
1691142731.0396993,212992,157.97628784179688
1691142731.8652096,217088,75.71166229248047
1691142733.4709132,225280,97.42169189453125
1691142734.2847438,229376,135.98948669433594
1691142735.8945074,237568,76.13876342773438
1691142738.3071365,249856,141.59666442871094
1691142739.1273477,253952,130.9552459716797
1691142739.932638,258048,115.15194702148438
1691142740.7451146,262144,107.9074935913086
1691142742.3776786,270336,173.80368041992188
1691142743.1867208,274432,191.6873779296875
1691142743.9969766,278528,153.12936401367188
1691142744.805758,282624,108.93968200683594
1691142746.4464474,290816,135.73907470703125
1691142747.2470062,294912,212.11398315429688
1691142748.851681,303104,98.29401397705078
1691142750.5121608,311296,175.38893127441406
1691142752.1403205,319488,103.75772094726562
1691142753.7382329,327680,174.72618103027344
1691142754.543645,331776,169.256591796875
1691142756.157179,339968,130.86972045898438
1691142756.9434495,344064,224.52066040039062
1691142758.577108,352256,218.50396728515625
1691142759.4031317,356352,98.95947265625
1691142761.8609393,368640,180.70159912109375
1691142762.6717753,372736,131.8571319580078
