Wall time,Step,Value
1687881282.7119336,0,0.6140033006668091
1687881285.7093585,7168,0.9018298983573914
1687881288.709554,30720,1.836563229560852
1687881291.7108746,52224,5.361601829528809
1687881294.7100582,73216,4.078324794769287
1687881297.7097561,97280,6.630126476287842
1687881300.7098022,118272,8.838896751403809
1687881303.7091482,138752,12.043434143066406
1687881306.7098303,163328,21.532827377319336
1687881309.7095554,184320,29.04271125793457
1687881312.7103143,204800,17.122434616088867
1687881315.7098064,228864,31.466333389282227
1687881318.7103467,249856,28.8021183013916
1687881321.7092564,270848,45.50825881958008
1687881324.7106416,294912,50.15652847290039
1687881327.7098174,316416,46.88227844238281
1687881330.7101917,336896,65.59008026123047
1687881333.7096896,360448,73.1116943359375
1687881336.709145,380928,80.1663818359375
1687881339.7091022,401920,87.83506774902344
1687881342.7103453,425472,79.21613311767578
1687881345.7094066,446464,111.7219467163086
1687881348.7097723,467968,124.30489349365234
1687881351.7107465,491008,121.01644134521484
1687881354.7108264,512000,133.8995819091797
1687881357.7100377,534016,116.8792495727539
1687881360.7091575,556032,137.01751708984375
1687881363.7103014,577536,153.2540740966797
1687881366.7100754,600576,185.21510314941406
1687881369.7095973,621056,170.7872314453125
1687881372.7116134,643072,186.012939453125
1687881375.7091742,665600,196.1427459716797
1687881378.7107236,686080,210.8776397705078
1687881381.7107239,708608,204.56602478027344
1687881384.7095902,730624,235.76173400878906
1687881387.745934,751104,242.17942810058594
1687881390.7106733,773632,234.61529541015625
1687881393.7092488,793600,254.1796112060547
1687881396.7092943,812032,238.61241149902344
1687881399.7093534,834048,233.1178741455078
1687881402.7098532,851968,310.5712585449219
1687881405.7103355,872448,309.5937194824219
1687881408.7091868,892928,248.37228393554688
1687881411.709337,911872,277.3998107910156
1687881414.709395,933888,245.24111938476562
1687881417.745623,953856,274.7516174316406
1687881420.7092838,972288,270.571044921875
1687881423.70929,994816,272.2230224609375
