Wall time,Step,Value
1686433239.02163,512,-0.2914544343948364
1686433241.5309143,2048,-0.14481689035892487
1686433242.348946,2560,8.325624465942383
1686433247.3489552,5632,7.1220703125
1686433248.1483986,6144,0.986409068107605
1686433250.688309,7680,16.860095977783203
1686433251.4856384,8192,1.0411239862442017
1686433254.2103724,9728,0.3601524233818054
1686433254.999414,10240,14.23848819732666
1686433255.8802242,10752,8.288238525390625
1686433257.5994234,11776,0.31357526779174805
1686433258.5001404,12288,15.561710357666016
1686433261.1625066,13824,15.722065925598145
1686433262.061205,14336,29.3321475982666
1686433267.35651,17408,7.6268391609191895
1686433270.019489,18944,28.917009353637695
1686433270.8106155,19456,15.231298446655273
1686433271.6528754,19968,16.518529891967773
1686433272.4361336,20480,15.807045936584473
1686433273.3681417,20992,30.13274574279785
1686433279.6578536,24576,43.6838493347168
1686433280.5180547,25088,51.248809814453125
1686433281.4884706,25600,49.87599182128906
1686433283.065403,26624,43.23951721191406
1686433284.031076,27136,63.291385650634766
1686433285.861019,28160,57.35822296142578
1686433288.2378948,29696,49.08468246459961
1686433290.7185028,31232,49.748512268066406
1686433291.5600195,31744,35.93572235107422
1686433292.3447502,32256,71.25081634521484
1686433293.2955875,32768,41.91688537597656
1686433295.1518533,33792,9.205824851989746
1686433295.9624684,34304,42.827880859375
1686433296.8647685,34816,70.86245727539062
1686433297.6433713,35328,57.19861602783203
1686433299.416973,36352,50.197696685791016
1686433300.2058504,36864,37.52914810180664
1686433305.2403345,39936,89.82288360595703
1686433306.9482675,40960,84.96627044677734
1686433307.763798,41472,43.306617736816406
1686433309.3324592,42496,62.092411041259766
1686433310.1316893,43008,35.32365798950195
1686433311.8852363,44032,50.71173858642578
1686433312.6712031,44544,62.810516357421875
1686433315.2656422,46080,28.75824737548828
1686433316.2606833,46592,44.59786605834961
1686433320.661053,49152,83.85628509521484
1686433324.194379,51200,70.70708465576172
1686433325.1460001,51712,55.594608306884766
1686433327.9608552,53248,116.38970184326172
1686433330.5572054,54784,49.6380729675293
1686433331.5339236,55296,83.7933578491211
1686433333.0938237,56320,91.46288299560547
1686433337.4204605,58880,138.1102294921875
1686433339.2159572,59904,55.99814224243164
1686433343.4679275,62464,92.09500885009766
1686433347.0013406,64512,117.48587036132812
1686433347.7978642,65024,77.6483154296875
1686433349.4460714,66048,105.10577392578125
1686433351.2834609,67072,84.84732055664062
1686433352.1952899,67584,62.60931396484375
1686433353.1318924,68096,49.5914421081543
1686433354.9433663,69120,98.38390350341797
1686433356.679231,70144,145.52743530273438
1686433357.6640563,70656,138.4286346435547
1686433362.9361222,73728,112.6502914428711
1686433363.7229578,74240,97.69918060302734
1686433365.4327161,75264,132.37307739257812
1686433366.216582,75776,132.14927673339844
1686433368.6848018,77312,138.96942138671875
1686433374.7728572,80896,158.9703369140625
1686433376.469625,81920,172.901611328125
1686433377.386644,82432,153.41407775878906
1686433379.071856,83456,119.46696472167969
1686433380.7313964,84480,119.05250549316406
1686433382.553854,85504,173.4565887451172
1686433385.7815073,87552,200.18763732910156
1686433386.6842492,88064,220.87005615234375
1686433387.4887683,88576,242.6938018798828
1686433390.1819518,90112,213.7532958984375
1686433391.0418768,90624,173.2919464111328
1686433391.9540253,91136,180.30775451660156
1686433392.7481866,91648,132.55572509765625
1686433394.3298423,92672,227.6072540283203
1686433395.1015158,93184,248.77745056152344
1686433397.6563008,94720,200.49667358398438
1686433398.5571597,95232,153.15814208984375
1686433399.4589622,95744,222.7339630126953
1686433401.9375672,97280,207.849853515625
1686433402.8417184,97792,166.24151611328125
1686433403.6231527,98304,242.64126586914062
1686433404.5287437,98816,179.9348907470703
1686433406.9130926,100352,268.25494384765625
1686433410.2016318,102400,234.71676635742188
1686433411.0762362,102912,208.80335998535156
1686433412.6601417,103936,281.7318115234375
1686433413.446395,104448,309.82598876953125
1686433414.429433,104960,201.57872009277344
1686433415.3792334,105472,194.19769287109375
1686433417.1206658,106496,268.3097229003906
1686433418.686941,107520,282.166015625
1686433420.258987,108544,262.7767028808594
1686433422.1876879,109568,118.21566009521484
1686433423.8938131,110592,214.48388671875
1686433424.8286521,111104,289.11895751953125
1686433426.507265,112128,246.95216369628906
1686433427.4380608,112640,208.6038818359375
1686433428.3952675,113152,242.9138641357422
1686433429.2614455,113664,234.3251953125
1686433430.0791757,114176,213.82626342773438
1686433431.6965098,115200,256.47442626953125
1686433432.4934177,115712,289.1888732910156
1686433435.9639199,117760,330.6546936035156
1686433441.1350467,120832,404.575927734375
1686433442.8537867,121856,412.71356201171875
1686433443.7426896,122368,437.36468505859375
1686433444.5272412,122880,322.1838684082031
1686433446.466787,123904,287.2175598144531
1686433447.2790546,124416,341.0491027832031
1686433449.1908908,125440,335.6354064941406
1686433449.9853928,125952,245.39170837402344
1686433450.7652175,126464,333.57806396484375
1686433451.6616757,126976,216.5796661376953
1686433456.1963158,129536,394.399169921875
1686433457.0670347,130048,376.1127624511719
1686433457.85516,130560,347.11358642578125
1686433460.641234,132096,360.892578125
1686433461.5144567,132608,276.2525634765625
1686433462.2984776,133120,284.79132080078125
1686433463.0770943,133632,325.7169189453125
1686433464.8622866,134656,367.082763671875
1686433471.656126,138752,317.29620361328125
1686433472.5528271,139264,247.89810180664062
1686433475.1308062,140800,336.7132568359375
1686433476.017099,141312,228.00653076171875
1686433476.923028,141824,321.93365478515625
1686433478.5382552,142848,439.49456787109375
1686433480.1956108,143872,417.33526611328125
1686433481.8753076,144896,321.76611328125
1686433482.903287,145408,223.8928985595703
1686433484.5278509,146432,314.2756652832031
1686433486.387199,147456,444.2240295410156
1686433487.3280327,147968,395.9446105957031
1686433489.206957,148992,429.19427490234375
1686433493.7029552,151552,551.0525512695312
1686433494.6755946,152064,543.9879760742188
1686433495.4884515,152576,387.4460144042969
1686433496.3464704,153088,196.77366638183594
1686433497.1352046,153600,196.69512939453125
1686433501.500275,156160,351.44549560546875
1686433503.3657546,157184,359.05517578125
1686433504.2627478,157696,331.9479675292969
1686433505.2154183,158208,269.2240905761719
1686433506.1376503,158720,172.24032592773438
1686433508.7986052,160256,372.4320373535156
1686433509.6162708,160768,406.73419189453125
1686433512.2084153,162304,317.28216552734375
1686433514.0399857,163328,269.5487365722656
1686433514.837413,163840,214.51861572265625
1686433517.4159162,165376,492.9440002441406
1686433519.0331235,166400,344.1544494628906
1686433523.1336842,168960,234.5829620361328
1686433523.929398,169472,343.9479675292969
1686433524.722454,169984,378.94482421875
1686433525.5870197,170496,309.54937744140625
1686433529.8428848,173056,276.41546630859375
1686433530.620337,173568,303.9555358886719
1686433532.3665736,174592,236.58795166015625
1686433535.0692923,176128,406.4684753417969
1686433535.9352016,176640,426.1907958984375
1686433536.8035092,177152,431.0630187988281
1686433537.5853934,177664,555.9454345703125
1686433539.4309459,178688,562.9149169921875
1686433541.1884632,179712,602.0180053710938
1686433542.7702603,180736,453.65625
1686433543.5927324,181248,473.0378112792969
1686433544.5931282,181760,391.0124816894531
1686433545.518869,182272,316.4018249511719
1686433548.0775063,183808,309.9530029296875
1686433549.931938,184832,289.7704162597656
1686433551.6904974,185856,296.2324523925781
1686433552.4545739,186368,310.1759033203125
1686433553.244647,186880,330.40130615234375
1686433554.1270034,187392,309.4352722167969
1686433554.889343,187904,324.13568115234375
1686433555.78475,188416,316.6224060058594
1686433556.757086,188928,420.71893310546875
1686433561.9630961,192000,351.42901611328125
1686433564.6857922,193536,373.39984130859375
1686433565.5673964,194048,481.0241394042969
1686433571.802113,197632,508.40985107421875
1686433572.5767708,198144,589.5283813476562
1686433576.0305974,200192,529.1311645507812
1686433576.817776,200704,303.5649108886719
1686433577.627065,201216,404.8204040527344
1686433578.5757456,201728,575.4139404296875
1686433579.5327747,202240,684.8963012695312
1686433580.366775,202752,739.95263671875
1686433581.1724014,203264,759.2306518554688
1686433582.0942154,203776,734.3827514648438
1686433582.8701875,204288,494.4988708496094
1686433583.6591537,204800,482.48297119140625
1686433585.256467,205824,666.1924438476562
1686433586.1650524,206336,459.1514587402344
1686433587.8243713,207360,365.5626525878906
1686433591.0880098,209408,407.228271484375
1686433591.9676783,209920,384.2040100097656
1686433594.7259862,211456,527.2293090820312
1686433595.5072064,211968,665.7852783203125
1686433596.322797,212480,425.90960693359375
1686433597.2014992,212992,255.86802673339844
1686433599.705846,214528,356.72216796875
1686433602.3065684,216064,375.6159362792969
1686433603.1097007,216576,289.8728942871094
1686433605.7560215,218112,446.9326171875
1686433606.5588536,218624,509.11724853515625
1686433610.045667,220672,575.6610717773438
1686433610.904566,221184,495.4026794433594
1686433613.385029,222720,351.80035400390625
1686433614.1914353,223232,433.6890563964844
1686433615.1149447,223744,406.07623291015625
1686433615.9090405,224256,377.9840087890625
1686433616.8219812,224768,405.0849609375
1686433617.729613,225280,336.3814392089844
1686433618.5067384,225792,351.0415344238281
1686433619.4032314,226304,377.61431884765625
1686433621.3184426,227328,324.1208190917969
1686433622.0995464,227840,428.0873718261719
1686433622.8843033,228352,366.19122314453125
1686433623.8154712,228864,329.986083984375
1686433627.4856322,230912,445.98779296875
1686433628.3823478,231424,365.55145263671875
1686433629.3616443,231936,310.7122802734375
1686433630.141895,232448,427.38653564453125
1686433630.9150724,232960,317.2378845214844
1686433632.5729923,233984,283.5079345703125
1686433634.3303967,235008,373.326416015625
1686433636.025206,236032,440.7254638671875
1686433636.7987924,236544,358.5910339355469
1686433639.4996994,238080,303.04364013671875
1686433640.3630912,238592,324.0448913574219
1686433641.2590735,239104,269.88311767578125
1686433642.9234233,240128,269.5707092285156
1686433644.7741976,241152,295.680908203125
1686433648.2450628,243200,366.2065124511719
1686433649.0234246,243712,228.09759521484375
1686433651.5736933,245248,487.1349792480469
1686433652.5099626,245760,623.8929443359375
1686433653.3736107,246272,486.89422607421875
1686433654.1563394,246784,434.5941162109375
1686433655.040513,247296,370.74005126953125
1686433655.873769,247808,352.4653625488281
1686433656.6530209,248320,441.37628173828125
1686433658.3623576,249344,351.2478332519531
1686433659.1635897,249856,316.4236145019531
1686433660.123693,250368,310.17193603515625
1686433660.8961766,250880,345.8489074707031
1686433662.6052318,251904,276.2892761230469
1686433664.99892,253440,269.12103271484375
1686433668.4819283,255488,275.57171630859375
1686433671.176571,257024,288.6898193359375
1686433672.1609776,257536,289.55810546875
1686433673.0528524,258048,364.64739990234375
1686433675.722764,259584,317.50946044921875
1686433677.4827983,260608,364.8668518066406
1686433678.2686872,261120,420.79705810546875
1686433679.055722,261632,468.49798583984375
1686433679.9383218,262144,488.48016357421875
1686433680.7264242,262656,296.89398193359375
1686433681.6229067,263168,351.7823486328125
1686433682.5624547,263680,324.4954528808594
1686433685.1019197,265216,440.7314758300781
1686433686.030488,265728,323.6573486328125
1686433686.817893,266240,297.80523681640625
1686433687.8055031,266752,302.4725036621094
1686433690.2333248,268288,276.0043640136719
1686433696.052637,271872,337.99945068359375
1686433698.5012603,273408,439.69573974609375
1686433699.396631,273920,360.1257019042969
1686433701.2446876,274944,324.89459228515625
1686433702.025525,275456,248.7909698486328
1686433702.821716,275968,250.3948211669922
1686433703.6112003,276480,339.52215576171875
1686433704.542979,276992,392.4683532714844
1686433706.3721468,278016,248.9253692626953
