Wall time,Step,Value
1691060599.1340308,16384,2.385490655899048
1691060602.6990101,32768,1.5045807361602783
1691060606.0879037,49152,3.773777484893799
1691060609.5321946,65536,6.932918548583984
1691060612.9500837,81920,7.671689033508301
1691060616.4021018,98304,5.6008148193359375
1691060619.8165307,114688,11.542048454284668
1691060623.2159963,131072,9.898521423339844
1691060626.5644948,147456,10.754316329956055
1691060629.9593406,163840,16.16530418395996
1691060633.4178462,180224,11.678522109985352
1691060636.8419275,196608,12.800088882446289
1691060640.196809,212992,19.388530731201172
1691060643.6149514,229376,33.179134368896484
1691060646.9929802,245760,19.582998275756836
1691060650.401397,262144,25.254018783569336
1691060653.8112736,278528,30.443918228149414
1691060657.311523,294912,27.554584503173828
1691060660.7260015,311296,40.10930633544922
1691060664.1608384,327680,36.63917922973633
1691060667.6077006,344064,48.194786071777344
1691060671.0171082,360448,42.97138595581055
1691060674.439476,376832,53.47438049316406
1691060677.8963366,393216,55.75801086425781
1691060681.3777635,409600,75.69473266601562
1691060684.8744352,425984,63.546512603759766
1691060688.3660414,442368,76.17044067382812
1691060691.841676,458752,78.07057189941406
1691060695.313185,475136,88.11429595947266
1691060698.787342,491520,107.75935363769531
1691060702.3910306,507904,109.41825866699219
1691060705.9050725,524288,112.25546264648438
1691060709.4253292,540672,117.0699234008789
1691060712.8829038,557056,147.1917724609375
1691060716.3727891,573440,115.76725769042969
1691060719.8482258,589824,149.70582580566406
1691060723.3129473,606208,130.29824829101562
1691060726.796562,622592,161.88787841796875
1691060730.2708488,638976,166.27964782714844
1691060733.7134893,655360,155.56137084960938
1691060737.1702023,671744,192.33969116210938
1691060740.626024,688128,224.21058654785156
1691060744.1122177,704512,198.81326293945312
1691060747.5812755,720896,216.5203857421875
1691060751.0346115,737280,212.24713134765625
1691060754.5260158,753664,197.7870635986328
1691060758.0318701,770048,244.35568237304688
1691060761.5235918,786432,226.23997497558594
1691060764.9911463,802816,253.91421508789062
1691060768.4490075,819200,261.5712585449219
1691060771.8641708,835584,271.0448303222656
1691060775.224516,851968,284.7959899902344
1691060778.62746,868352,301.4471435546875
1691060782.0644119,884736,313.7452087402344
1691060785.5158846,901120,364.7191162109375
1691060788.9435651,917504,371.216552734375
1691060792.3960924,933888,435.0596008300781
1691060795.7805297,950272,332.5401611328125
1691060799.2102628,966656,348.2947998046875
1691060802.7440596,983040,367.1504211425781
1691060806.2593157,999424,397.8311767578125
1691060809.7069895,1015808,369.8960266113281
1691060813.1327603,1032192,526.0836791992188
1691060816.513477,1048576,359.0086364746094
1691060819.9594476,1064960,396.704833984375
1691060823.4622514,1081344,390.9892272949219
