Wall time,Step,Value
1690640874.446647,16384,3.09676456451416
1690640877.4448812,65536,19.617055892944336
1690640880.444812,106496,27.23072624206543
1690640883.4445524,155648,59.845672607421875
1690640886.4447854,196608,70.31813049316406
1690640889.4462106,237568,100.61028289794922
1690640892.4451447,286720,146.99588012695312
1690640895.4454575,327680,137.38565063476562
1690640898.444612,368640,182.0625457763672
1690640901.4441178,417792,232.0649871826172
1690640904.446297,458752,209.46131896972656
1690640907.4456549,499712,279.1535339355469
1690640910.444616,548864,235.22911071777344
1690640913.4450142,589824,238.48472595214844
1690640916.445154,630784,302.9508056640625
1690640919.446326,679936,366.2864685058594
1690640922.4449685,720896,356.7680969238281
1690640925.4446282,761856,462.135009765625
1690640928.4450371,811008,551.5360107421875
1690640931.4449408,851968,619.0575561523438
1690640934.4465578,901120,601.286376953125
1690640937.444327,942080,939.4752807617188
1690640940.445117,991232,1158.1923828125
1690640943.4446115,1032192,1165.8304443359375
1690640946.4448922,1073152,1341.652099609375
1690640949.446447,1122304,1463.88134765625
1690640952.4449282,1163264,1719.7003173828125
1690640955.4453094,1204224,1621.9107666015625
1690640958.445259,1245184,2361.711669921875
1690640961.4444447,1294336,2133.505615234375
1690640964.4484441,1335296,2360.37255859375
1690640967.4448972,1376256,2324.828369140625
1690640970.4450731,1425408,2515.26171875
1690640973.4448717,1466368,2707.146728515625
1690640976.445225,1507328,2707.013671875
1690640979.445617,1548288,2792.408935546875
1690640982.445233,1589248,2687.136962890625
1690640985.445038,1638400,3209.30859375
1690640988.445562,1679360,2696.660888671875
1690640991.4450638,1720320,3358.21875
1690640994.4550812,1761280,3232.525146484375
1690640997.4449162,1810432,3963.296875
1690641000.4446898,1851392,4431.2021484375
1690641003.4449906,1892352,4614.1171875
1690641006.44547,1941504,3859.61376953125
1690641009.4471831,1982464,3716.0859375
1690641012.4445317,2023424,4260.185546875
1690641015.4454267,2064384,4694.28515625
1690641018.4455407,2113536,4683.279296875
1690641021.4473104,2154496,4581.8486328125
1690641024.4475095,2195456,5038.8603515625
1690641027.447104,2236416,5662.10009765625
1690641030.4463527,2277376,5319.72509765625
1690641033.4479523,2318336,5312.56982421875
1690641036.4468975,2359296,5192.31103515625
1690641039.4492145,2400256,5121.21142578125
1690641042.446407,2449408,5840.658203125
1690641045.4466777,2490368,5847.49560546875
1690641048.4460948,2531328,6149.3388671875
1690641051.4471138,2580480,6176.77978515625
1690641054.446111,2621440,6030.5556640625
1690641057.4459503,2662400,6550.125
1690641060.4457824,2711552,6493.84814453125
1690641063.4454782,2752512,5112.1533203125
1690641066.447204,2801664,5999.3251953125
1690641069.446245,2842624,5692.67333984375
1690641072.4467554,2891776,5743.423828125
1690641075.4468858,2932736,7209.52978515625
1690641078.4452267,2981888,6936.474609375
1690641081.4472845,3022848,6475.8359375
1690641084.448674,3063808,6217.96240234375
1690641087.4470315,3104768,6628.37646484375
1690641090.446798,3145728,6936.1083984375
1690641093.447435,3194880,7250.72998046875
1690641096.4490297,3235840,7699.1865234375
1690641099.4488454,3276800,8172.91796875
1690641102.4467058,3317760,7375.38623046875
1690641105.4474697,3358720,7255.451171875
1690641108.4477012,3399680,7499.11572265625
1690641111.4482594,3448832,7343.77490234375
1690641114.449555,3489792,7300.86767578125
1690641117.4479964,3530752,7246.6162109375
1690641120.447738,3571712,7292.7236328125
1690641123.44589,3612672,7525.41015625
1690641126.4465413,3653632,6035.93798828125
1690641129.4494402,3702784,5549.517578125
1690641132.4467149,3743744,5924.8662109375
1690641135.44746,3784704,6267.58154296875
1690641138.4474957,3833856,6620.07177734375
1690641141.4488955,3874816,6099.72314453125
1690641144.4487522,3915776,6843.84375
1690641147.4465895,3956736,6257.138671875
1690641150.4473286,4005888,7381.17822265625
1690641153.4462657,4046848,8986.8349609375
1690641156.446754,4087808,9404.5341796875
1690641159.448113,4128768,7984.7255859375
1690641162.4472225,4169728,7214.9541015625
1690641165.4459522,4218880,7318.55029296875
1690641168.4471598,4259840,7957.03857421875
1690641171.4470086,4300800,9022.130859375
1690641174.483103,4349952,9389.1005859375
1690641177.445664,4390912,9687.9521484375
1690641180.4461086,4440064,8779.8134765625
1690641183.4473996,4481024,8523.1435546875
1690641186.4461093,4521984,7838.94921875
1690641189.4458675,4571136,8441.20703125
1690641192.4452536,4612096,9580.099609375
1690641195.4459546,4661248,9632.06640625
1690641198.4457111,4702208,8706.37890625
1690641201.4484355,4743168,8819.142578125
1690641204.4477727,4792320,8777.837890625
1690641207.4481368,4833280,8265.5751953125
1690641210.4473383,4882432,8263.443359375
1690641213.4468849,4923392,8196.2978515625
1690641216.445875,4964352,8866.4619140625
1690641219.4497674,5005312,8652.228515625
1690641222.446743,5046272,8536.8525390625
1690641225.446942,5087232,9688.625
1690641228.4464924,5136384,10108.5751953125
1690641231.4490533,5177344,9881.126953125
1690641234.4658065,5218304,9572.96875
1690641237.4471111,5259264,9377.4287109375
1690641240.4468136,5300224,10127.6083984375
1690641243.447237,5341184,10039.375
1690641246.4465342,5382144,9742.5712890625
1690641249.4494689,5431296,9585.8896484375
1690641252.4464824,5472256,9735.990234375
1690641255.4479654,5513216,8953.240234375
1690641258.448163,5554176,8820.7353515625
1690641261.447275,5595136,8458.50390625
1690641264.4483628,5644288,9294.5341796875
1690641267.448693,5685248,9683.755859375
1690641270.4472995,5726208,9156.3251953125
1690641273.4469366,5767168,9212.02734375
1690641276.44759,5808128,9057.5107421875
1690641279.4487817,5849088,9644.5908203125
1690641282.4471545,5890048,9991.9619140625
1690641285.4477239,5931008,10228.3525390625
1690641288.4475472,5980160,8902.8017578125
1690641291.446525,6021120,7990.23095703125
1690641294.4592707,6062080,8116.62841796875
1690641297.4476094,6111232,9214.58984375
1690641300.4473236,6152192,8617.375
1690641303.4470286,6193152,9395.9208984375
1690641306.4473042,6234112,9892.763671875
1690641309.4497304,6275072,9585.2490234375
1690641312.447763,6324224,8947.0322265625
1690641315.4456413,6365184,8848.29296875
1690641318.446448,6414336,9190.3037109375
1690641321.4469104,6455296,9026.935546875
1690641324.4458406,6496256,9458.1591796875
1690641327.4466019,6545408,10235.283203125
1690641330.4460514,6586368,10573.7470703125
1690641333.4463224,6635520,9858.455078125
1690641336.4469295,6676480,10261.7490234375
1690641339.44822,6725632,9747.3818359375
1690641342.4471674,6766592,10614.3017578125
1690641345.4459438,6815744,10612.3076171875
1690641348.4469469,6856704,10973.7978515625
1690641351.44852,6897664,10939.7646484375
1690641354.4482424,6938624,10608.8662109375
1690641357.4476423,6987776,10763.859375
1690641360.4470873,7028736,10965.412109375
1690641363.4472609,7069696,10526.0400390625
1690641366.447656,7110656,10751.4482421875
1690641369.4471009,7151616,9972.361328125
1690641372.4474034,7200768,9256.5673828125
1690641375.4467123,7241728,9208.5419921875
1690641378.4485333,7282688,8703.244140625
1690641381.4466965,7323648,9249.7900390625
1690641384.4477413,7372800,9578.4677734375
1690641387.4468367,7413760,9691.23046875
1690641390.447691,7454720,9758.4521484375
1690641393.4463224,7495680,9406.8837890625
1690641396.44673,7536640,9000.8515625
1690641399.4459429,7585792,9516.994140625
1690641402.4478636,7626752,9859.23828125
1690641405.447033,7667712,10015.427734375
1690641408.446063,7716864,8911.8046875
1690641411.4481204,7757824,8959.38671875
1690641414.4486113,7798784,9127.583984375
1690641417.4473977,7839744,9914.494140625
1690641420.4476864,7880704,9677.501953125
1690641423.447429,7929856,9414.66796875
1690641426.4467447,7970816,8980.669921875
1690641429.449875,8011776,9685.3017578125
1690641432.4478278,8052736,9290.2431640625
1690641435.447424,8093696,9644.8984375
1690641438.4471657,8134656,9637.6259765625
1690641441.4486413,8175616,9100.0634765625
1690641444.4474618,8224768,7910.35546875
1690641447.445969,8265728,7780.91650390625
1690641450.4457836,8306688,7802.06787109375
1690641453.4462821,8355840,9812.7900390625
1690641456.446448,8396800,10076.7919921875
1690641459.4478874,8445952,9183.7451171875
1690641462.4461744,8486912,8782.435546875
1690641465.445603,8536064,9084.9853515625
1690641468.4463089,8577024,10582.7001953125
1690641471.446308,8626176,9268.6875
1690641474.4461365,8667136,9908.439453125
1690641477.4453115,8716288,9610.03515625
1690641480.447953,8757248,9289.544921875
1690641483.4475603,8798208,9624.564453125
1690641486.445331,8839168,9065.1162109375
1690641489.4487565,8888320,8348.0859375
1690641492.4457784,8929280,8537.8349609375
1690641495.4466648,8970240,9633.52734375
1690641498.4463482,9019392,10408.0234375
1690641501.445798,9060352,10323.37890625
1690641504.4482298,9101312,9798.5263671875
1690641507.4455962,9142272,8993.0087890625
1690641510.4459398,9183232,9763.77734375
1690641513.4467175,9232384,10691.8798828125
1690641516.4485455,9273344,11304.5888671875
1690641519.4492588,9314304,11531.041015625
1690641522.4470751,9355264,11110.3837890625
1690641525.446871,9404416,10352.939453125
1690641528.448676,9445376,10010.7119140625
1690641531.447006,9486336,9918.978515625
1690641534.4486568,9527296,9885.6162109375
1690641537.4481862,9576448,9708.173828125
1690641540.4478092,9617408,9958.24609375
1690641543.4465,9658368,10817.1484375
1690641546.4473433,9699328,11531.3359375
1690641549.449091,9748480,10950.8798828125
1690641552.4467127,9789440,10413.0478515625
1690641555.4450648,9830400,10901.3603515625
1690641558.448528,9879552,11179.0439453125
1690641561.4473493,9920512,10020.8935546875
1690641564.4487395,9961472,9726.85546875
1690641567.4469774,10002432,9641.806640625
1690641570.4477801,10043392,10121.611328125
1690641573.4466224,10092544,10903.9541015625
1690641576.4477277,10133504,10751.359375
1690641579.4475265,10174464,9870.9287109375
1690641582.4453068,10223616,9896.69921875
1690641585.4468164,10264576,10127.59765625
1690641588.4462252,10313728,9707.21484375
1690641591.4453795,10354688,10579.478515625
1690641594.4470844,10403840,10611.755859375
1690641597.446755,10444800,10204.650390625
1690641600.446153,10493952,9759.89453125
1690641603.4469028,10534912,9209.6943359375
1690641606.4449499,10584064,9140.3046875
1690641609.4496078,10625024,9370.0244140625
1690641612.4470313,10665984,9294.8916015625
1690641615.4477787,10706944,9079.16015625
1690641618.4486845,10756096,9542.83203125
1690641621.4471302,10797056,10146.8505859375
1690641624.448525,10838016,10576.0673828125
1690641627.4484868,10878976,11544.3876953125
