Wall time,Step,Value
1691328249.6648405,3072,1.1544559001922607
1691328252.3966548,5120,2.0489189624786377
1691328253.5342252,6144,2.0489189624786377
1691328255.1250618,7168,3.403351068496704
1691328259.0345006,10240,4.140797138214111
1691328261.793473,12288,8.364501953125
1691328263.4603546,13312,5.853924751281738
1691328264.625298,14336,4.815028667449951
1691328267.4930437,16384,7.126065254211426
1691328269.164025,17408,6.874482154846191
1691328270.3255405,18432,6.826154708862305
1691328272.0058153,19456,3.7053630352020264
1691328273.1642013,20480,3.7657361030578613
1691328274.8036492,21504,7.688779830932617
1691328275.9470797,22528,7.720623016357422
1691328277.5369992,23552,15.049444198608398
1691328278.697155,24576,15.143153190612793
1691328280.3036404,25600,13.823347091674805
1691328281.4468248,26624,13.823347091674805
1691328284.1860163,28672,9.845708847045898
1691328285.7681918,29696,7.676394939422607
1691328286.9057777,30720,7.602794647216797
1691328288.5096426,31744,8.945955276489258
1691328289.6647975,32768,7.922854423522949
1691328291.2528846,33792,8.12977123260498
1691328292.4025557,34816,9.264328002929688
1691328294.0058115,35840,6.847843170166016
1691328295.1823163,36864,6.874250888824463
1691328296.793034,37888,16.573257446289062
1691328297.931388,38912,16.66732406616211
1691328299.5331638,39936,5.779150485992432
1691328300.700926,40960,5.722143650054932
1691328302.3160505,41984,13.278196334838867
1691328303.449424,43008,13.278196334838867
1691328305.0297987,44032,15.877531051635742
1691328307.7772646,46080,12.5267333984375
1691328308.9382665,47104,13.695352554321289
1691328313.3022475,50176,9.046241760253906
1691328314.4504843,51200,9.096833229064941
1691328316.068017,52224,14.538076400756836
1691328317.2157035,53248,14.543676376342773
1691328318.8158596,54272,15.781119346618652
1691328319.97383,55296,16.944625854492188
1691328321.5739968,56320,19.385740280151367
1691328322.718977,57344,18.217443466186523
1691328324.359034,58368,17.268312454223633
1691328325.5563803,59392,17.228567123413086
1691328328.3205202,61440,21.793529510498047
1691328329.9627368,62464,14.043411254882812
1691328332.676909,64512,14.344989776611328
1691328333.763256,65536,16.5250244140625
1691328335.3183682,66560,19.80129623413086
1691328336.453164,67584,22.014949798583984
1691328339.2875342,69632,17.37831687927246
1691328340.8692489,70656,15.097773551940918
1691328341.9709928,71680,16.09318733215332
1691328343.525972,72704,14.23823070526123
1691328344.6543903,73728,14.286709785461426
1691328346.1987267,74752,18.672378540039062
1691328347.298135,75776,18.655494689941406
1691328348.8264832,76800,15.118782043457031
1691328349.9517362,77824,15.14546012878418
1691328351.5250368,78848,19.084733963012695
1691328352.619955,79872,16.812847137451172
1691328354.1498535,80896,19.440689086914062
1691328355.2729661,81920,19.42703628540039
1691328356.8205647,82944,25.03790855407715
1691328357.9563663,83968,24.956418991088867
1691328359.5954676,84992,23.3452091217041
1691328360.720431,86016,21.135740280151367
1691328362.3348587,87040,20.546485900878906
1691328363.4828062,88064,19.537378311157227
1691328365.0448818,89088,12.17927360534668
1691328366.1527367,90112,12.15051555633545
1691328367.6571138,91136,21.324678421020508
1691328368.7481468,92160,21.347312927246094
1691328370.2836027,93184,18.026546478271484
1691328371.3725522,94208,19.11829948425293
1691328372.8885689,95232,28.4043025970459
1691328375.4779367,97280,27.55205726623535
1691328378.1136272,99328,21.880107879638672
1691328379.201869,100352,24.237810134887695
1691328380.74829,101376,23.227888107299805
